Date,Open,High,Low,Close,Adj Close,Volume
2019-04-22,9.700000,9.700000,9.700000,9.700000,9.700000,1000
2019-04-23,9.700000,9.700000,9.700000,9.700000,9.700000,1000
2019-04-24,9.700000,9.700000,9.700000,9.700000,9.700000,0
2019-04-25,9.700000,9.700000,9.700000,9.700000,9.700000,0
2019-04-26,9.700000,9.700000,9.700000,9.700000,9.700000,0
2019-04-29,9.700000,9.700000,9.700000,9.700000,9.700000,100
2019-04-30,9.700000,9.700000,9.700000,9.700000,9.700000,0
2019-05-01,9.742000,9.742000,9.742000,9.742000,9.742000,100
2019-05-02,9.742000,9.742000,9.742000,9.742000,9.742000,0
2019-05-03,9.742000,9.742000,9.742000,9.742000,9.742000,0
2019-05-06,9.730000,9.730000,9.730000,9.730000,9.730000,16000
2019-05-07,9.720000,9.720000,9.680000,9.680000,9.680000,51400
2019-05-08,9.680000,9.690000,9.680000,9.680000,9.680000,31000
2019-05-09,9.680000,9.680000,9.680000,9.680000,9.680000,0
2019-05-10,9.680000,9.680000,9.680000,9.680000,9.680000,0
2019-05-13,9.680000,9.680000,9.680000,9.680000,9.680000,0
2019-05-14,9.680000,9.680000,9.680000,9.680000,9.680000,0
2019-05-15,9.680000,9.680000,9.680000,9.680000,9.680000,0
2019-05-16,9.680000,9.680000,9.680000,9.680000,9.680000,100
2019-05-17,9.680000,9.680000,9.680000,9.680000,9.680000,200000
2019-05-20,9.680000,9.680000,9.680000,9.680000,9.680000,0
2019-05-21,9.680000,9.680000,9.680000,9.680000,9.680000,150000
2019-05-22,9.690000,9.690000,9.690000,9.690000,9.690000,100
2019-05-23,9.690000,9.690000,9.690000,9.690000,9.690000,0
2019-05-24,9.690000,9.690000,9.690000,9.690000,9.690000,0
2019-05-28,9.690000,9.690000,9.690000,9.690000,9.690000,0
2019-05-29,9.690000,9.690000,9.690000,9.690000,9.690000,0
2019-05-30,9.730000,9.730000,9.730000,9.730000,9.730000,100
2019-05-31,9.700000,9.700000,9.700000,9.700000,9.700000,2500
2019-06-03,9.700000,9.700000,9.700000,9.700000,9.700000,0
2019-06-04,9.700000,9.700000,9.700000,9.700000,9.700000,0
2019-06-05,9.710000,9.710000,9.690000,9.690000,9.690000,1900
2019-06-06,9.690000,9.690000,9.690000,9.690000,9.690000,0
2019-06-07,9.690000,9.690000,9.690000,9.690000,9.690000,0
2019-06-10,9.690000,9.690000,9.690000,9.690000,9.690000,100
2019-06-11,9.710000,9.710000,9.710000,9.710000,9.710000,446500
2019-06-12,9.710000,9.710000,9.710000,9.710000,9.710000,100
2019-06-13,9.720000,9.720000,9.710000,9.710000,9.710000,125300
2019-06-14,9.710000,9.710000,9.700000,9.710000,9.710000,391600
2019-06-17,9.710000,9.720000,9.710000,9.710000,9.710000,454600
2019-06-18,9.710000,9.740000,9.700000,9.725000,9.725000,1870300
2019-06-19,9.740000,9.740000,9.710000,9.710000,9.710000,106600
2019-06-20,9.720000,9.740000,9.710000,9.710000,9.710000,199700
2019-06-21,9.710000,9.710000,9.710000,9.710000,9.710000,0
2019-06-24,9.610000,9.740000,9.610000,9.740000,9.740000,972900
2019-06-25,9.740000,9.740000,9.740000,9.740000,9.740000,0
2019-06-26,9.800000,10.000000,9.790000,9.820000,9.820000,3400
2019-06-27,9.940000,9.940000,9.840000,9.850000,9.850000,600
2019-06-28,9.850000,9.850000,9.850000,9.850000,9.850000,0
2019-07-01,9.850000,9.850000,9.850000,9.850000,9.850000,0
2019-07-02,9.840000,9.840000,9.800000,9.800000,9.800000,900
2019-07-03,9.750000,9.750000,9.750000,9.750000,9.750000,200
2019-07-05,9.750000,9.750000,9.750000,9.750000,9.750000,0
2019-07-08,9.750000,9.750000,9.750000,9.750000,9.750000,100
2019-07-09,9.750000,9.750000,9.750000,9.750000,9.750000,0
2019-07-10,9.750000,9.750000,9.750000,9.750000,9.750000,0
2019-07-11,9.750000,9.750000,9.750000,9.750000,9.750000,0
2019-07-12,9.750000,9.750000,9.750000,9.750000,9.750000,100
2019-07-15,9.750000,9.750000,9.750000,9.750000,9.750000,0
2019-07-16,9.750000,9.800000,9.750000,9.800000,9.800000,75900
